tweet_id,airline_sentiment,split
567842015418978304,negative,validation
567841954484068353,negative,train
567841308452249600,negative,train
567839160779730944,neutral,validation
567838896731615234,neutral,validation
567838799243309056,negative,test
567837709093347328,negative,test
567837314782765056,negative,test
567835857929035776,negative,train
567834498655604736,negative,test
567833916196843520,negative,train
567833666925121536,negative,train
567832640289579008,positive,train
567831549539966976,negative,train
567831351195484160,negative,train
567830916950822912,negative,train
567829834618904576,negative,test
567829543723102208,negative,train
567828973893259264,negative,train
567828700726620160,negative,train
567827860280324096,negative,train
567827498660159489,negative,train
567827442657677313,negative,train
567827275619549184,negative,train
567827039790571520,neutral,validation
567826439392927744,positive,train
567826054522617858,negative,train
567825347439370240,negative,train
567824276414558208,negative,train
567824271234592769,negative,train
567824229296566272,negative,test
567823707160354816,negative,train
567823510245236739,negative,train
567822865844928512,negative,train
567822848878968832,negative,validation
567822779501846528,negative,train
567822648047321088,negative,train
567822613608718336,negative,train
567822548545859587,negative,validation
567822377473728513,negative,train
567822065471860736,negative,test
567821292797186048,negative,train
567821166775156736,negative,train
567821133245067264,negative,train
567820210264137729,negative,train
567819066708226048,negative,validation
567818953881419776,positive,test
567816475898310656,neutral,train
567816155369570304,negative,train
567816074898513920,negative,test
567814641918832640,neutral,train
567814633047728128,negative,train
567814334228774912,negative,train
567814121870348289,negative,train
567814094678675458,negative,train
567814001212809216,neutral,train
567813839539159040,negative,validation
567813037454917632,neutral,train
567812841081688064,negative,train
567812349895245824,negative,validation
567812160253865984,negative,test
567811913586876417,negative,train
567811376686637056,negative,train
567811360404336641,neutral,test
567811306900975616,negative,train
567811268900556802,negative,train
567811236231954433,positive,test
567810811491524608,negative,train
567810274083782657,neutral,train
567809206314668033,positive,validation
567808424696893440,neutral,train
567808255566602240,neutral,test
567806898549051392,negative,train
567806788708626433,neutral,train
567806151191191553,negative,train
567805894885638144,neutral,validation
567805339790475264,negative,train
567805230550634496,negative,train
567805176388788224,negative,train
567805001050890240,negative,validation
567804951288901634,negative,train
567804663303798784,neutral,train
567804646157475840,neutral,train
567804488687345665,neutral,train
567804350040416256,negative,test
567802900480585728,neutral,train
567802723127803905,neutral,train
567802662026014720,positive,test
567802653078728705,negative,train
567802111321444352,neutral,test
567802015527755776,neutral,train
567801519207374849,positive,train
567801163581546496,negative,train
567800930683609088,negative,train
567800823674310658,negative,train
567799935173947392,negative,train
567798535262060544,positive,test
567798174946172928,negative,train
567797955202416641,neutral,train
567797894431117312,negative,train
567797429517692928,negative,validation
567797327071838208,positive,train
567796570197086208,positive,test
567796247672721409,neutral,train
567794720425144321,negative,train
567794573495250944,neutral,train
567794017593991169,negative,train
567793696956231680,negative,train
567793494695157760,negative,train
567793423248547840,neutral,train
567793064221130752,negative,test
567792433687175168,negative,train
567791786145378304,negative,test
567791389011910656,negative,test
567791059393335297,neutral,validation
567790995148783616,negative,validation
567790926857531393,positive,train
567790272265887744,neutral,train
567790177063608320,negative,test
567789974717747200,negative,train
567789435795861504,negative,train
567789433010016256,negative,train
567788982974619649,neutral,train
567788423352950784,neutral,train
567788341538861056,negative,test
567787240399851520,negative,train
567786652991770629,negative,test
567786475262345216,negative,validation
567786224812060672,negative,train
567786135904980993,negative,train
567782895306412032,positive,train
567782346833686528,negative,train
567781813326589952,positive,train
567781357355794432,negative,train
567780888700669952,negative,test
567780426601996288,positive,validation
567778703959408641,negative,train
567778606546694144,negative,train
567778009013178368,negative,train
567775456678912000,negative,train
567775418612195328,positive,validation
567775140319358976,neutral,test
567774437673603073,negative,validation
567773706707021824,neutral,train
567773609939058688,negative,test
567772765756080128,negative,train
567771124235517952,negative,test
567770993159307264,positive,train
567770910107897856,negative,validation
567769798831255552,negative,train
567768156111126528,negative,test
567767997981671424,negative,test
567767810655670272,negative,test
567767744356294656,negative,validation
567767439493300224,negative,test
567767341090361344,negative,train
567767251383808000,negative,train
567767199700758530,negative,train
567767009908109312,negative,test
567766554600038402,neutral,test
567766384378388480,negative,validation
567766329352921088,negative,train
567765716527771648,negative,validation
567765558393700352,negative,train
567765379653849091,negative,train
567764411205439488,negative,train
567763529277923329,negative,train
567761865779195904,neutral,train
567761476338073600,negative,validation
567761267826651139,negative,train
567761113631449089,negative,train
567760901869416448,negative,train
567760664752824321,negative,train
567760060080599040,positive,train
567758882484793344,negative,train
567758478371196928,negative,train
567756838529208320,positive,train
567756837320392705,neutral,train
567754288055988224,positive,test
567754136255725568,negative,train
567752542491516928,negative,train
567752396097351681,negative,validation
567750428595871745,neutral,train
567749045524131841,negative,train
567748973428219904,negative,train
567748863449395201,positive,train
567748565095968769,negative,train
567747764906635265,neutral,validation
567747041976410112,negative,train
567746540903493632,negative,train
567746527704018944,positive,train
567745362727686145,negative,train
567745233900044289,negative,validation
567745016702181376,negative,test
567745009890623488,negative,train
567744887664439298,negative,train
567744571124482048,neutral,train
567743132180033536,negative,test
567742857411166208,neutral,train
567742500366872576,negative,train
567742141334437888,neutral,train
567741700597366784,neutral,train
567741692854276096,positive,test
567740187380170752,neutral,train
567739357881040896,negative,validation
567739149818413056,negative,train
567738192426590209,neutral,validation
567738031398866944,neutral,test
567736717352763394,negative,train
567736507687895040,neutral,train
567735983370539008,negative,train
567735710392659968,neutral,test
567735204656066560,positive,train
567734795849834497,negative,train
567734731694157824,neutral,train
567734618095230976,negative,test
567734128011784192,negative,train
567733609130233856,positive,train
567733228690083841,positive,train
567733177590874114,positive,train
567732468657041408,negative,train
567732284959113216,negative,test
567731810910498816,negative,train
567731738924032000,negative,train
567731485894270977,negative,validation
567730952260943873,neutral,test
567730472076464129,negative,validation
567730299912482816,negative,train
567730143536226304,neutral,train
567729696662511616,positive,test
567729246198837248,neutral,train
567727599627943936,negative,train
567727403964055552,negative,train
567726860638101504,negative,test
567725820056068096,negative,train
567725163077070848,negative,train
567724189872697348,negative,test
567724091809878016,negative,train
567717552290136065,negative,train
567716403117957120,negative,train
567714192980201472,negative,validation
567713896627470336,negative,train
567711860938772480,neutral,train
567703258425081857,negative,train
567701830805618688,positive,test
567686845903826947,neutral,test
567676400933416960,negative,test
567663136082513920,negative,train
567634106058821632,neutral,train
567630296783155203,negative,train
567627253991735296,negative,train
567623209026334720,negative,train
567617486703853568,negative,train
567614049425555457,negative,test
567595670463205376,negative,train
567594579310825473,negative,validation
567592368451248130,negative,train
567591480085463040,negative,train
570309156290367488,negative,test
570309145276125185,negative,train
570307615189835777,negative,train
570306086475075585,neutral,validation
570305647759265793,negative,validation
570305078470557697,negative,train
570304445734629376,negative,train
570304178314190848,negative,validation
570303797605617665,negative,train
570303399276761088,positive,validation
570302532955844608,positive,validation
570302460235026433,neutral,train
570302337069264900,negative,train
570302030742470658,neutral,train
570301794850639872,negative,train
570299642887442433,positive,test
570299331707854848,neutral,train
570298362907508738,neutral,train
570298155465609217,neutral,validation
570296754832318465,neutral,validation
570296670568751106,negative,train
570294002077061120,positive,train
570293661377961984,negative,train
570293527982301184,positive,train
570293142257311744,neutral,train
570293100326862849,positive,train
570292976603295744,negative,validation
570292914686955520,neutral,train
570291219919736832,neutral,train
570289521113366531,negative,test
570289080090689536,positive,train
570288961064710145,negative,train
570288841447366658,neutral,test
570288799860846592,negative,train
570288380384292864,positive,train
570287651137445888,negative,train
570287513874669568,negative,train
570287238145290240,neutral,validation
570286359983886336,negative,train
570285979753443328,neutral,validation
570285465145876480,negative,test
570285012882472961,negative,validation
570284725740285952,neutral,validation
570284129138274304,positive,train
570283824040382464,positive,train
570283248301043712,negative,test
570282347267895296,negative,train
570282333892251648,positive,test
570281719074566145,neutral,test
570281275216367616,positive,train
570280800244994048,positive,train
570280641503211520,negative,train
570280553422950401,negative,train
570279812922789888,neutral,train
570279442750291969,positive,train
570278679491670016,negative,train
570277221916647425,negative,train
570277008216870912,negative,validation
570276440874323968,negative,test
570275218515726337,negative,train
570274815736549376,negative,train
570274371685777409,negative,train
570274362936266752,neutral,train
570274049118625792,negative,train
570272778840104960,negative,test
570272714205863936,negative,train
570272387985514497,negative,train
570272186419847168,neutral,train
570272015598411776,neutral,validation
570271730729689088,negative,train
570271704972464129,neutral,train
570271248640401409,negative,test
570271138464419840,negative,test
570270848201797632,negative,train
570270216694968320,negative,train
570270166166183936,neutral,train
570268558451720193,negative,test
570268160202567680,negative,train
570267457841033216,positive,train
570266640614498304,negative,validation
570266265971003394,negative,train
570265831822778368,negative,train
570265804748550144,negative,train
570265563035004928,negative,train
570265397058002944,negative,train
570265280674459648,negative,train
570265133638942720,negative,validation
570264856223330304,negative,train
570264793140953088,negative,validation
570264481772777472,negative,train
570264474784894976,negative,train
570264316743544832,negative,test
570264292169162752,neutral,train
570263130141564929,neutral,train
570262460395098112,neutral,train
570261981569159169,neutral,train
570261977332731904,negative,train
570261514340474880,negative,train
570261349172973569,neutral,train
570261289420898305,negative,test
570261225520689152,negative,train
570260387746029568,negative,test
570260325611630592,negative,test
570259423987404800,neutral,train
570257719334187008,neutral,test
570257631778107392,negative,train
570257480401469441,negative,train
570257317859610624,negative,test
570256329543012352,positive,train
570256052966395906,negative,train
570255256589766656,positive,test
570253313368698883,negative,train
570253196213383168,negative,test
570252802611679232,neutral,train
570252528245456897,neutral,train
570252231624265729,negative,train
570250945281589248,negative,train
570250780252504064,negative,train
570250252382416896,neutral,validation
570249864841285632,positive,train
570248600623521793,negative,train
570248044341374976,neutral,train
570248035369820162,negative,train
570246695595999232,positive,test
570246490473566208,negative,train
570245840612265985,positive,train
570245656972894208,neutral,validation
570245513720647680,negative,train
570244762785210368,negative,train
570242641264320512,negative,train
570241403822813184,neutral,validation
570238577683996672,positive,train
570237762063831040,positive,train
570236169310437376,neutral,train
570229420058918913,positive,train
570228904469725184,positive,validation
570227814575804416,negative,train
570227698334720002,neutral,train
570226870119215104,negative,test
570224719011704832,negative,train
570224618272731136,negative,test
570222660300378112,neutral,train
570222625621831680,neutral,validation
570221343985295360,negative,train
570220966284025857,negative,train
570220817470115840,positive,train
570219228181041153,negative,train
570217918195220480,positive,train
570217425100148738,positive,validation
570215711416537088,negative,train
570215548589453313,neutral,train
570214946815868929,negative,test
570213389005414400,negative,train
570212491134930945,negative,validation
570211592559685632,neutral,train
570211577087041536,negative,train
570210502955155456,negative,train
570210411926016001,neutral,train
570209843199524864,positive,train
570208349339262976,negative,test
570207643874123777,negative,train
570206560439308289,neutral,train
570205399619661824,positive,validation
570205323992174592,negative,train
570205088595058688,negative,train
570204088908034049,negative,train
570203916643766273,negative,train
570203842542829568,negative,train
570200237622611968,positive,train
570199956704919552,negative,train
570198775203016704,negative,train
570197979820224512,negative,train
570195827341312000,negative,validation
570195784358100993,neutral,train
570192105752039427,negative,train
570190092213465089,neutral,train
570187432815013888,positive,train
570183297759752192,neutral,train
570103012380667904,negative,train
570100409009770497,positive,train
570098324172206080,positive,validation
570097607478874112,negative,test
570091771675348992,negative,train
570089091276128258,neutral,validation
570087941277495296,negative,train
570084122636365825,neutral,train
570076476252356608,negative,train
570076113453518848,negative,train
570076090917650432,neutral,train
570073365265944576,positive,test
570070880983711744,negative,train
570070659130220544,positive,train
570068976778153984,positive,train
570066487056027650,neutral,train
570066283233972224,positive,test
570065297568194560,negative,test
570064381410734080,neutral,train
570062210640322560,negative,train
570062116096331776,neutral,test
570061334898872321,positive,train
570059574268469248,negative,train
570059381284302848,negative,validation
570058699676520448,negative,train
570056874583654402,negative,train
570054105789550592,positive,train
570053254836416512,positive,validation
570052879643381760,positive,validation
570051666386374657,neutral,test
570050691173101568,neutral,train
570050402294636544,negative,train
570049195446444033,neutral,train
570046710870728704,positive,train
570044516318748672,negative,train
570042186399657984,positive,test
570041591714455552,positive,train
570040162840907776,neutral,test
570035287679590400,neutral,train
570035207316885505,positive,train
570034833633767424,positive,train
570034397153398784,neutral,train
570034301774884865,positive,train
570032949992800256,negative,train
570032300265578496,neutral,validation
570032108447494144,neutral,train
570031211336368128,positive,train
570027786053636096,negative,train
570024300905783296,positive,train
570021128032407552,negative,test
570017987349995521,positive,train
570017357747380224,negative,validation
570014884651380736,negative,train
570014685166219264,negative,train
570014474993688576,negative,train
570013108070014976,negative,test
570012094570958850,positive,train
570011378091753472,positive,validation
570010703391825920,negative,test
570009897846374400,negative,train
570009576273154048,negative,validation
570009252426883072,neutral,train
570009135519035392,neutral,train
570008817414639616,neutral,train
570008612426289153,neutral,train
570007457055055873,positive,train
570005561338503170,positive,train
570003111772692480,positive,train
570000618707746816,positive,test
569998842579566592,neutral,train
569998122241232896,negative,train
569998043761803264,negative,train
569996707443970048,negative,train
569996423074160640,positive,train
569995730951147523,negative,train
569995536545091584,neutral,validation
569995514558550016,positive,train
569995418370646016,negative,train
569995235608137728,neutral,validation
569994437390020608,neutral,train
569994045205803009,positive,train
569993437690245120,neutral,train
569993176636739584,neutral,train
569992825997279232,neutral,train
569990034444689408,neutral,train
569989812637167617,neutral,train
569989340052344832,negative,train
569989168903819264,positive,train
569989082719358976,negative,train
569989039874404352,negative,test
569989007532142592,positive,train
569988842335244289,positive,train
569987277734207488,positive,train
569986783024431105,negative,train
569984682873352192,positive,train
569984437720453121,negative,train
569983511609757696,neutral,train
569983469930967040,positive,train
569982023667838979,neutral,train
569980827209207809,negative,train
569980269379358720,negative,validation
569980137346707456,neutral,train
569978876861902848,negative,train
569978748780421121,positive,test
569978197284130817,neutral,train
569977907222880256,positive,train
569977857755234304,negative,train
569977819389800448,neutral,train
569977223198822400,negative,validation
569977129728749568,neutral,train
569976622054395904,positive,train
569976246135697408,neutral,train
569976092359917568,positive,test
569976030603059200,positive,validation
569975684476641280,negative,train
569975349750079488,neutral,train
569975155964772352,neutral,validation
569975032127967232,neutral,train
569975026239164416,positive,train
569974833418600449,negative,train
569974710915571712,positive,train
569974656653877248,neutral,test
569971949440524288,positive,train
569971775011999744,neutral,train
569971526876962819,neutral,validation
569971070394101763,neutral,train
569970865607090176,negative,validation
569970729237782528,neutral,train
569970324810240000,positive,train
569969877286461440,positive,validation
569969833254764544,negative,train
569968411561701378,neutral,validation
569965376186019840,neutral,test
569964332026634241,positive,train
569963097055604736,negative,test
569961977231106048,neutral,train
569961503308189696,positive,train
569960248548593665,negative,test
569958189862486016,neutral,train
569957516748066817,positive,test
569957187138797569,negative,train
569957081811283968,negative,validation
569956726318850048,negative,train
569956624036540416,negative,train
569956564993310720,positive,train
569956528507236352,negative,test
569954583209881600,negative,train
569954475433201665,negative,train
569953874435567616,neutral,train
569953672861388800,negative,test
569952317556043776,positive,train
569952285024915456,negative,train
569952282277773312,negative,test
569951253666656257,positive,train
569950945389518848,positive,validation
569950112631296002,positive,test
569947823615012864,neutral,train
569946428547551233,negative,train
569946219826548736,neutral,train
569944997308407808,negative,test
569944956132990976,positive,validation
569944061848760320,neutral,train
569943647103406080,negative,train
569943306613886976,positive,validation
569942616617447424,negative,train
569942482668167168,negative,train
569941609225293824,positive,train
569941247546286080,negative,validation
569940430365847554,negative,test
569938799397990401,negative,train
569937700993818625,negative,test
569937119411462144,negative,validation
569935609940316160,positive,train
569935276346351616,negative,train
569933882662916096,neutral,train
569932197735604224,positive,train
569931705022164992,negative,train
569930801577644034,negative,train
569929973156327424,negative,validation
569927965007417344,positive,train
569927739802652672,negative,train
569925645204987904,neutral,train
569924965446725632,positive,validation
569924679206457344,neutral,validation
569924393976987649,negative,train
569924243946737664,negative,train
569922915472244736,neutral,validation
569922730008518656,positive,train
569922657937956864,negative,train
569921747195076608,neutral,train
569919280361414656,negative,train
569918484726964224,negative,validation
569915419018067968,negative,train
569914957552353280,negative,train
569912094272782337,positive,train
569911555967442944,negative,train
569910583694196736,positive,train
569910383047254016,positive,validation
569909718765842432,negative,test
569906668743426048,negative,validation
569906317629874176,neutral,train
569905567960952832,negative,train
569904613069103104,negative,train
569904370361483264,negative,train
569903377598914562,positive,train
569903253183455233,negative,train
569901998780198912,negative,train
569901925358968832,negative,train
569901802994454528,negative,train
569900699988860928,positive,train
569900147343265792,positive,test
569899502355681280,negative,train
569898033128693760,neutral,train
569897334760448000,neutral,train
569895344458170368,negative,train
569895187746418688,positive,validation
569894088209596416,positive,train
569893988846546945,neutral,train
569893924942299136,neutral,train
569892876642955264,neutral,train
569891377351233536,neutral,test
569891267666006016,neutral,validation
569890333456117760,neutral,train
569890211301191680,neutral,test
569890103989903360,neutral,train
569889885651234816,negative,test
569888280793063424,neutral,train
569887819297992704,negative,validation
569887230019284993,positive,validation
569885759513034752,negative,train
569884616649269248,negative,train
569883152493240320,negative,train
569882596798132225,neutral,train
569881035682521088,neutral,validation
569880788612866048,negative,test
569878685723049985,neutral,validation
569877658286186496,neutral,train
569875667245871104,neutral,train
569875532600385536,negative,train
569875430951542784,negative,train
569875093360238592,negative,train
569874524922978304,neutral,train
569872444590129152,negative,train
569872363170373632,negative,train
569869220680470529,neutral,train
569868010665611265,negative,validation
569866847690100736,negative,train
569865838892691456,negative,train
569865675793170432,negative,train
569865352986951680,neutral,validation
569864693998690304,positive,train
569862767236255744,negative,train
569857504768757760,negative,test
569857396899606528,neutral,train
569855106583281664,negative,train
569851178982338563,negative,validation
569846771301654528,negative,train
569845106888585216,neutral,train
569843082994315264,positive,train
569842095483199488,negative,train
569837786930540545,negative,train
569834388919328768,positive,train
569832563403051008,positive,test
569817937131016192,neutral,test
569813808987787264,negative,train
569813138910130176,neutral,train
569795913788428288,negative,train
569791667827388416,neutral,train
569779173461336065,negative,test
569769288174870528,neutral,validation
569767473525862400,neutral,train
569766956062134272,positive,train
569757790626906112,positive,train
569752691460706304,positive,train
569748667793588224,negative,test
569735142564102145,positive,validation
569734069988286464,negative,validation
569733311595020288,neutral,train
569731970562961408,negative,train
569728621344104448,neutral,test
569728483384930304,negative,train
569727036627034112,neutral,train
569726038932111360,negative,train
569720247948861440,negative,train
569716065741045760,negative,train
569715248720007169,negative,test
569714755838935040,negative,train
569714651489050624,negative,train
569713993532600321,positive,train
569713556935077888,negative,train
569710964712411136,positive,test
569709058636320768,negative,test
569708173831094272,negative,validation
569706320212787200,negative,test
569704587315138560,positive,train
569704454376660992,negative,train
569703794453295104,negative,train
569703041957564416,negative,train
569702019797286913,positive,train
569701794714128384,negative,test
569701285588541441,negative,train
569701004188508161,neutral,train
569700277244141568,positive,train
569698892528222208,negative,train
569698840149950464,neutral,test
569698589653344256,neutral,test
569698044175757312,positive,test
569697662494121984,negative,train
569697456536965121,positive,train
569697236982104065,neutral,train
569695695868817410,negative,train
569694343776194560,positive,train
569693012885770240,neutral,train
569692110619877376,negative,validation
569691767953436674,negative,validation
569691144897953793,negative,train
569690786180132865,neutral,test
569689297084919808,negative,validation
569688749208178688,negative,train
569688256247427072,negative,validation
569687888771706880,neutral,train
569687540644642817,neutral,train
569686814136467456,neutral,train
569685957437362176,negative,validation
569685746723848193,neutral,train
569685259412836354,negative,train
569684982366666752,negative,train
569684626949718017,negative,train
569684137755459584,neutral,train
569683780593545218,negative,validation
569683748901367808,positive,validation
569683741779599361,negative,train
569683334311366656,negative,train
569683240828723201,negative,train
569682747712770048,negative,train
569682422981218304,positive,validation
569682325778231297,negative,train
569681392369590272,neutral,train
569681184898162689,negative,test
569679850773958657,neutral,train
569678813602418688,neutral,train
569678562136956928,neutral,train
569676404893163520,positive,train
569676204728389632,positive,train
569675861160386560,negative,train
569675668524441600,neutral,train
569675004482351104,positive,validation
569674930842775552,positive,train
569674873787658240,neutral,train
569673473607344128,negative,train
569672501753724928,positive,validation
569672091550658560,negative,train
569672055471210496,neutral,train
569671908251213824,neutral,train
569671596744380416,positive,validation
569671454419079169,negative,train
569671200978436096,negative,test
569670962825846785,positive,validation
569670904852172800,positive,train
569670671695011840,neutral,train
569670402223562752,positive,train
569670081946333184,negative,test
569669872050765824,neutral,validation
569669629951549440,neutral,train
569668913916567552,negative,train
569668883147137024,neutral,train
569668853849919488,positive,validation
569668792265019392,positive,train
569668677731274752,positive,train
569668606142783488,positive,train
569668198389436416,neutral,validation
569668015047839744,positive,train
569667923326971904,negative,train
569667805643034624,positive,test
569667787829809152,positive,validation
569667638651170816,neutral,train
569667602148151296,neutral,train
569667401769459712,neutral,train
569667324879511552,positive,train
569667313609404416,negative,train
569667246026416130,positive,validation
569667238808068098,positive,test
569667173544812546,neutral,train
569667075280498688,positive,train
569667019693359104,neutral,train
569666778030346240,positive,test
569666708278878208,neutral,train
569666513352806400,positive,train
569666470482804737,negative,train
569665019899572226,neutral,validation
569660864653099009,negative,train
569660698231308290,neutral,validation
569658322732756992,neutral,train
569657389722550272,negative,validation
569655614432915456,negative,train
569652584761462784,negative,validation
569651470615887872,negative,train
569650294746820609,negative,validation
569649779090833408,negative,test
569649617802891264,negative,train
569649277888106496,neutral,train
569648240150204416,negative,test
569646857632096256,neutral,train
569644697309872128,positive,validation
569644492040613888,positive,test
569644456376340480,positive,validation
569644414395486209,neutral,train
569644350906310657,negative,train
569644310045417472,positive,test
569644213224148993,positive,validation
569640446999203842,neutral,train
569639587842281473,negative,validation
569638751598563328,negative,train
569638417505497088,negative,train
569638063825154049,positive,train
569635513138860032,neutral,validation
569635428237778944,neutral,train
569630183747153920,negative,train
569628970267705344,negative,train
569626389944659970,negative,validation
569626122578726913,positive,train
569624788244828160,negative,train
569622053214507008,negative,train
569620438734807042,negative,train
569619751124795392,negative,validation
569619309401546752,neutral,train
569617202984255490,positive,train
569615736387325952,negative,train
569615206625599488,negative,test
569614436660432896,negative,train
569613284455948289,negative,train
569613113718218752,negative,train
569612549458522113,negative,train
569612143873490944,neutral,test
569611549960044544,negative,validation
569607647051317249,neutral,train
569607114462793730,neutral,train
569606089316167680,positive,train
569604665240895488,negative,train
569604198033170432,negative,train
569604066239762432,positive,train
569603326947364864,negative,train
569602278988120064,negative,validation
569601658491002880,positive,train
569598614235942912,negative,train
569598588378087426,negative,train
569598511483789312,neutral,validation
569596778426855426,positive,train
569596469105299456,neutral,train
569591945816772608,negative,test
569590208095768576,neutral,test
569589955837628416,neutral,train
569589454194790400,positive,train
569589379385008129,positive,train
569589079710380032,negative,train
569588375037960192,negative,train
569588348593025024,negative,train
569587157574135808,negative,validation
569586743831191552,positive,validation
569586235259404288,positive,validation
569586098772578304,negative,train
569585343084650496,positive,train
569584744532287490,negative,validation
569584431544971264,neutral,train
569577548318777345,negative,train
569576624158437376,negative,train
569576038289711104,positive,train
569571448412438528,positive,test
569571437389881344,negative,validation
569568079761403904,neutral,train
569567144318365696,negative,train
569567028136296450,neutral,test
569566673235271680,negative,train
569565359524716544,negative,train
569562867281690625,neutral,train
569561754163769344,negative,test
569558600353390592,positive,train
569557305961750528,neutral,train
569556215375613952,negative,train
569555719885885441,negative,train
569555395339018241,negative,train
569555199062224897,negative,train
569554826616381440,negative,train
569554065606074368,neutral,train
569552971362639873,negative,train
569552378812194816,neutral,train
569551863260913664,negative,train
569550487474712576,neutral,train
569549686857736193,negative,train
569548841361412096,neutral,train
569546319666110464,neutral,validation
569545575688830978,positive,train
569543955622338560,negative,train
569542114234671104,positive,test
569541106112827393,neutral,test
569538524321419265,positive,test
569534939642925058,neutral,train
569531018643955712,neutral,train
569528523418775552,negative,train
569527176350969856,negative,train
569526101669769217,negative,train
569524284873424896,positive,validation
569522923029041153,positive,train
569522307657388032,neutral,train
569521838625312769,negative,train
569520929128251392,positive,train
569518412550033408,neutral,train
569517721764786176,neutral,validation
569516377524076544,negative,test
569515731022454784,negative,train
569514047554453504,positive,train
569510774957170690,negative,train
569508707178057728,positive,train
569508595181731841,neutral,train
569508406551322624,negative,test
569507649940799489,negative,train
569506823818117121,negative,train
569506563628642304,negative,validation
569504763957653504,negative,train
569503512968572928,neutral,train
569502963317649408,neutral,validation
569502753694691328,negative,train
569502188562546688,negative,test
569499788934291456,negative,train
569495653526724608,neutral,train
569495331399995392,neutral,train
569494878968811520,neutral,train
569493077368422400,negative,train
569491425110466560,negative,train
569491061543796737,positive,test
569489752732274688,neutral,train
569488587135295488,positive,train
569487788753555456,positive,train
569487121897033728,neutral,train
569485882941509632,neutral,train
569483821080453121,negative,train
569483642931691520,negative,validation
569482685061554176,positive,train
569482497496473600,negative,train
569453233044885504,negative,train
569451572792406016,positive,test
569408185125052416,negative,test
569397984519016448,negative,test
569393239700013056,neutral,train
569384007550394369,negative,test
569377543687700480,negative,train
569374522157207552,negative,train
569374298168791040,positive,train
569373258010660864,negative,validation
569372947720179714,negative,train
569372333267394560,negative,train
569369185559699456,negative,train
569366218429337600,neutral,train
569365709500710912,negative,train
569364328857640961,negative,train
569362928710914049,neutral,train
569361107745263617,negative,train
569360777926217728,negative,train
569359647699812353,positive,train
569358701317869571,negative,train
569358646892748801,negative,train
569358476402499584,negative,validation
569358458404802561,positive,train
569358195862462464,negative,train
569357168765501440,negative,train
569357127040540673,negative,validation
569356085359996929,negative,validation
569355826248474624,negative,train
569355332113309696,negative,train
569355179717369857,negative,validation
569351618522705920,positive,train
569350730034728960,negative,validation
569348678911021056,negative,validation
569347934866636800,neutral,train
569347549858934784,positive,test
569347252550017026,negative,test
569347125575725057,negative,train
569347122992185344,positive,train
569346451526041600,positive,test
569345829653254145,negative,train
569344036256903168,negative,train
569343579899822081,neutral,train
569342909205647360,negative,train
569342650068934657,negative,train
569342608813793280,negative,validation
569341791482220545,positive,train
569340341956038657,negative,train
569338800452669440,negative,validation
569337520573390849,negative,train
569336975750094848,negative,validation
569336871853170688,negative,validation
569336246474022912,neutral,test
569335624056090624,negative,validation
569334635227820032,negative,train
569334621252526080,negative,train
569333637382053889,negative,train
569333553705693184,negative,train
569332773326090240,negative,train
569332471193595904,negative,train
569332442194178049,negative,train
569332152065593345,positive,test
569330414193483776,positive,train
569329014826864640,negative,train
569324719993827329,negative,test
569324035835711489,positive,train
569323555365752833,negative,train
569321988591906818,negative,train
569320844503228416,negative,train
569318991224803328,neutral,train
569318905476476928,neutral,train
569318043702177793,negative,train
569317747101982720,negative,train
569316487447621632,positive,train
569316220551372800,negative,train
569314535103983617,negative,train
569313760864632832,neutral,test
569313734566547456,neutral,test
569312734896136193,positive,validation
569312688272052224,positive,train
569311935835062272,neutral,train
569311644934807552,negative,train
569311482950897665,negative,train
569310885191286784,negative,train
569310448300003328,negative,validation
569309777567875075,positive,train
569308881438052352,negative,train
569308552671707136,negative,train
569306524155310080,positive,train
569305311007399936,negative,train
569304845091524608,neutral,train
569304533140185088,negative,test
569302780013355008,negative,train
569301668904329216,negative,train
569301386262745089,neutral,train
569301244948324353,positive,train
569296792426295297,negative,train
569296707982221312,positive,train
569293537864499200,negative,train
569293499968950272,negative,train
569292859909672960,positive,train
569292280000962561,negative,train
569292068981510144,negative,validation
569291509305970688,negative,test
569288530419175424,negative,validation
569288268530917376,negative,train
569288008144330752,negative,train
569286897404669953,negative,test
569285269981167616,negative,validation
569285184605986816,negative,test
569282844155125761,negative,train
569282410170314753,negative,validation
569282355904548864,negative,validation
569277813280415744,negative,train
569277512892551168,positive,train
569276864260255745,negative,train
569276734798893056,positive,validation
569276042491211777,negative,train
569275249725870080,negative,train
569274600196075520,negative,train
569273769652576256,negative,test
569273733334077440,negative,train
569273409252827137,negative,test
569273375954243584,negative,test
569273230579478529,positive,test
569271529386745856,negative,train
569269761240010752,neutral,test
569268243854192640,negative,train
569267194028298241,negative,train
569266206596734976,positive,train
569264328186179584,negative,train
569264118219214848,negative,train
569263177784905729,positive,test
569262517333196800,negative,train
569262088008417280,negative,validation
569262065988308993,neutral,test
569261068050141184,negative,train
569261053927919616,negative,train
569260462606569473,neutral,test
569260280687005697,negative,train
569259858882662401,negative,train
569259645019275264,negative,train
569259613041897473,negative,train
569259515398504449,negative,train
569259404589191168,negative,train
569259333197930498,negative,train
569259238989688833,negative,train
569259056017178624,negative,train
569258359670644736,negative,train
569258009320419330,negative,train
569257918815539200,negative,train
569257626715889664,positive,test
569256107186782209,neutral,validation
